order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-101185,2026-02-01,East,Bhubaneswar,Beard Grooming Kit,Beauty,1,953,953,CUST-56738,Website
UK-2026-101548,2026-03-26,North,Delhi,Denim Jacket,Fashion,3,2207,6621,CUST-38211,App
UK-2026-102936,2026-04-20,Central,Raipur,Eau de Parfum 100ml,Beauty,1,2068,2068,CUST-95641,Website
UK-2026-104830,2026-06-30,East,Bhubaneswar,Matte Lipstick Set,Beauty,1,905,905,CUST-86392,App
UK-2026-103936,2026-05-02,West,Pune,Face Wash Combo,Beauty,4,438,1752,CUST-69791,App
UK-2026-104179,2026-06-13,South,Bengaluru,Gym Gloves,Sports,1,502,502,CUST-85083,Website
UK-2026-100774,2026-02-20,North,Gurugram,Air Fryer 5L,Home & Kitchen,1,5389,5389,CUST-88981,Website
UK-2026-100331,2026-01-11,North,Chandigarh,Running Sneakers,Fashion,1,2869,2869,CUST-21667,App
UK-2026-101153,2026-02-06,Central,Bhopal,Slim Fit Jeans,Fashion,1,1628,1628,CUST-86140,Website
UK-2026-103561,2026-05-27,North,Delhi,Cotton Kurta Set,Fashion,1,1256,1256,CUST-91431,Website
UK-2026-104511,2026-06-24,North,Delhi,Gym Gloves,Sports,2,507,1014,CUST-10275,Website
UK-2026-103254,2026-05-14,South,Chennai,Ionic Hair Dryer,Beauty,2,1985,3970,CUST-22389,Website
UK-2026-104126,2026-06-14,West,Pune,Cycling Helmet,Sports,1,1668,1668,CUST-96410,Marketplace
UK-2026-101948,2026-03-29,North,Noida,Power Bank 20000mAh,Electronics,2,1766,3532,CUST-71101,Website
UK-2026-100411,2026-01-30,South,Chennai,Smart Watch X2,Electronics,1,4508,4508,CUST-95238,Marketplace
UK-2026-104892,2026-06-24,South,Chennai,Bluetooth Speaker Mini,Electronics,1,1489,1489,CUST-67697,Marketplace
UK-2026-100546,2026-01-10,East,Kolkata,Face Wash Combo,Beauty,1,449,449,CUST-80078,App
UK-2026-101933,2026-03-28,South,Bengaluru,Sunscreen SPF50,Beauty,1,558,558,CUST-61372,Website
UK-2026-102708,2026-04-23,South,Kochi,Dinner Set 24pc,Home & Kitchen,1,2565,2565,CUST-92283,Marketplace
UK-2026-103341,2026-05-28,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,2,3215,6430,CUST-35080,Marketplace
UK-2026-102216,2026-03-18,North,Chandigarh,Gym Gloves,Sports,1,505,505,CUST-99591,App
UK-2026-101990,2026-03-26,West,Mumbai,Dinner Set 24pc,Home & Kitchen,1,2480,2480,CUST-42991,App
UK-2026-100474,2026-01-16,Central,Raipur,Formal Shirt,Fashion,1,1149,1149,CUST-79476,App
UK-2026-104704,2026-06-07,West,Mumbai,Non-Stick Cookware Set,Home & Kitchen,1,2972,2972,CUST-87291,App
UK-2026-101224,2026-02-07,West,Ahmedabad,Sunscreen SPF50,Beauty,3,552,1656,CUST-29924,Marketplace
UK-2026-103099,2026-05-15,East,Patna,Denim Jacket,Fashion,1,2216,2216,CUST-44042,Website
UK-2026-104281,2026-06-03,North,Gurugram,Air Fryer 5L,Home & Kitchen,1,5692,5692,CUST-44042,Website
UK-2026-104376,2026-06-27,South,Hyderabad,Adjustable Dumbbells 15kg,Sports,2,4817,9634,CUST-71969,Website
UK-2026-100735,2026-02-10,South,Bengaluru,Smart Watch X2,Electronics,2,4722,9444,CUST-69763,Marketplace
UK-2026-102733,2026-04-30,East,Bhubaneswar,Face Wash Combo,Beauty,1,459,459,CUST-98229,App
UK-2026-101410,2026-02-15,East,Bhubaneswar,Noise-Cancelling Headphones,Electronics,1,9352,9352,CUST-40417,App
UK-2026-100417,2026-01-13,South,Bengaluru,Cycling Helmet,Sports,2,1523,3046,CUST-88714,Marketplace
UK-2026-101069,2026-02-11,West,Surat,Mirrorless Camera Lite,Electronics,1,30265,30265,CUST-25978,Website
UK-2026-104387,2026-06-18,South,Kochi,Smart Watch X2,Electronics,2,4622,9244,CUST-44213,Website
UK-2026-104940,2026-06-27,South,Hyderabad,Noise-Cancelling Headphones,Electronics,1,8861,8861,CUST-39329,Marketplace
UK-2026-104418,2026-06-21,West,Mumbai,Makeup Brush Set,Beauty,1,1354,1354,CUST-81119,Website
UK-2026-104953,2026-06-08,East,Patna,Eau de Parfum 100ml,Beauty,1,1982,1982,CUST-63183,App
UK-2026-102323,2026-04-15,East,Bhubaneswar,Non-Stick Cookware Set,Home & Kitchen,1,2919,2919,CUST-31404,App
UK-2026-103126,2026-05-14,South,Hyderabad,Cotton Kurta Set,Fashion,1,1236,1236,CUST-81087,Marketplace
UK-2026-103903,2026-05-02,Central,Nagpur,Ionic Hair Dryer,Beauty,1,1828,1828,CUST-38211,App
UK-2026-101134,2026-02-01,North,Noida,Eau de Parfum 100ml,Beauty,1,1962,1962,CUST-77180,App
UK-2026-104755,2026-06-04,North,Chandigarh,Eau de Parfum 100ml,Beauty,1,2029,2029,CUST-76625,Marketplace
UK-2026-102321,2026-04-02,East,Patna,Sunscreen SPF50,Beauty,1,550,550,CUST-35997,Marketplace
UK-2026-101890,2026-03-15,South,Kochi,Mirrorless Camera Lite,Electronics,1,28233,28233,CUST-29878,App
UK-2026-101191,2026-02-18,East,Patna,Yoga Mat Pro,Sports,1,1198,1198,CUST-45731,App
UK-2026-101939,2026-03-20,West,Pune,Vitamin C Serum,Beauty,1,683,683,CUST-41417,Website
UK-2026-103807,2026-05-06,West,Pune,43-inch Smart TV,Electronics,1,25015,25015,CUST-69763,App
UK-2026-100937,2026-02-25,Central,Nagpur,Running Sneakers,Fashion,2,2708,5416,CUST-32000,Marketplace
UK-2026-103655,2026-05-21,East,Patna,Formal Shirt,Fashion,2,1095,2190,CUST-28994,Website
UK-2026-104954,2026-06-01,East,Patna,Mixer Grinder 750W,Home & Kitchen,1,3272,3272,CUST-68721,Marketplace
UK-2026-100225,2026-01-18,South,Bengaluru,Non-Stick Cookware Set,Home & Kitchen,1,2992,2992,CUST-91411,Website
UK-2026-102687,2026-04-19,South,Chennai,43-inch Smart TV,Electronics,2,25089,50178,CUST-24036,App
UK-2026-100109,2026-01-31,South,Kochi,Cycling Helmet,Sports,3,1523,4569,CUST-20188,Website
UK-2026-104140,2026-06-27,North,Delhi,Football Size 5,Sports,1,916,916,CUST-29197,Website
UK-2026-100977,2026-02-02,North,Noida,Dinner Set 24pc,Home & Kitchen,1,2525,2525,CUST-50043,Website
UK-2026-103500,2026-05-01,East,Patna,Noise-Cancelling Headphones,Electronics,1,9432,9432,CUST-99678,Marketplace
UK-2026-103834,2026-05-15,South,Chennai,Yoga Mat Pro,Sports,2,1155,2310,CUST-70162,App
UK-2026-104944,2026-06-04,North,Gurugram,Noise-Cancelling Headphones,Electronics,3,8748,26244,CUST-37401,Marketplace
UK-2026-103975,2026-05-08,West,Ahmedabad,Mirrorless Camera Lite,Electronics,1,30259,30259,CUST-75485,App
UK-2026-103809,2026-05-31,South,Hyderabad,Foldable Treadmill T2,Sports,1,25862,25862,CUST-95988,Marketplace
UK-2026-100882,2026-02-18,West,Ahmedabad,Ethnic Dupatta,Fashion,1,516,516,CUST-21789,App
UK-2026-103850,2026-05-30,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,2,3134,6268,CUST-84609,Website
UK-2026-103637,2026-05-22,West,Pune,Ionic Hair Dryer,Beauty,2,1817,3634,CUST-51536,Website
UK-2026-100487,2026-01-02,South,Hyderabad,Cotton Kurta Set,Fashion,1,1360,1360,CUST-19282,App
UK-2026-103383,2026-05-27,South,Bengaluru,Dinner Set 24pc,Home & Kitchen,1,2556,2556,CUST-92789,App
UK-2026-103593,2026-05-06,East,Kolkata,Mirrorless Camera Lite,Electronics,1,30255,30255,CUST-90625,Website
UK-2026-103960,2026-05-07,South,Kochi,Non-Stick Cookware Set,Home & Kitchen,2,2842,5684,CUST-42844,Website
UK-2026-102778,2026-04-16,East,Kolkata,Noise-Cancelling Headphones,Electronics,1,8723,8723,CUST-13468,App
UK-2026-104765,2026-06-05,North,Delhi,43-inch Smart TV,Electronics,2,27024,54048,CUST-76190,Marketplace
UK-2026-101973,2026-03-24,East,Guwahati,Wireless Earbuds Pro,Electronics,1,3138,3138,CUST-55008,Marketplace
UK-2026-101529,2026-03-06,North,Chandigarh,Silk Saree,Fashion,1,3493,3493,CUST-42689,Website
UK-2026-100097,2026-01-13,South,Kochi,Badminton Racket Set,Sports,1,2502,2502,CUST-30031,Website
UK-2026-101491,2026-03-07,North,Gurugram,Ethnic Dupatta,Fashion,3,492,1476,CUST-28943,App
UK-2026-103017,2026-04-09,North,Chandigarh,Wireless Earbuds Pro,Electronics,1,2875,2875,CUST-17781,App
UK-2026-102905,2026-04-11,Central,Indore,Noise-Cancelling Headphones,Electronics,1,8674,8674,CUST-53566,Marketplace
UK-2026-101379,2026-02-24,Central,Bhopal,43-inch Smart TV,Electronics,1,25247,25247,CUST-55420,Website
UK-2026-103689,2026-05-21,North,Delhi,Gym Gloves,Sports,1,519,519,CUST-31647,App
UK-2026-101861,2026-03-08,West,Pune,Bluetooth Speaker Mini,Electronics,4,1558,6232,CUST-95923,Website
UK-2026-100681,2026-01-24,South,Hyderabad,Robot Vacuum R7,Home & Kitchen,1,18908,18908,CUST-69878,Website
UK-2026-102379,2026-04-07,Central,Nagpur,Mixer Grinder 750W,Home & Kitchen,1,3169,3169,CUST-95000,App
UK-2026-104480,2026-06-04,West,Pune,Sunscreen SPF50,Beauty,2,549,1098,CUST-47130,Website
UK-2026-103074,2026-04-23,East,Patna,Silk Saree,Fashion,1,3560,3560,CUST-58472,Website
UK-2026-100088,2026-01-06,South,Hyderabad,Yoga Mat Pro,Sports,1,1164,1164,CUST-89801,App
UK-2026-102105,2026-03-27,North,Chandigarh,Ionic Hair Dryer,Beauty,1,1957,1957,CUST-94406,Marketplace
UK-2026-104801,2026-06-29,East,Kolkata,43-inch Smart TV,Electronics,1,26558,26558,CUST-43853,Website
UK-2026-102711,2026-04-11,East,Guwahati,Foldable Treadmill T2,Sports,1,23779,23779,CUST-23417,App
UK-2026-103301,2026-05-04,Central,Nagpur,Air Fryer 5L,Home & Kitchen,1,5691,5691,CUST-98800,App
UK-2026-102993,2026-04-06,West,Surat,Slim Fit Jeans,Fashion,1,1672,1672,CUST-42135,App
UK-2026-101408,2026-02-15,East,Bhubaneswar,Cotton Kurta Set,Fashion,1,1304,1304,CUST-84709,Marketplace
UK-2026-104305,2026-06-22,South,Bengaluru,Cotton Kurta Set,Fashion,1,1312,1312,CUST-12496,Marketplace
UK-2026-104240,2026-06-04,North,Chandigarh,Beard Grooming Kit,Beauty,2,1022,2044,CUST-27388,App
UK-2026-102109,2026-03-22,West,Ahmedabad,Modern Wall Clock,Home & Kitchen,1,765,765,CUST-37487,Website
UK-2026-104719,2026-06-04,South,Chennai,Beard Grooming Kit,Beauty,1,1032,1032,CUST-35613,Website
UK-2026-101231,2026-02-19,North,Chandigarh,Mirrorless Camera Lite,Electronics,2,27683,55366,CUST-69878,App
UK-2026-102770,2026-04-19,East,Bhubaneswar,Makeup Brush Set,Beauty,1,1323,1323,CUST-31702,App
UK-2026-101140,2026-02-03,South,Kochi,Football Size 5,Sports,1,936,936,CUST-67935,Marketplace
UK-2026-104547,2026-06-13,North,Chandigarh,Makeup Brush Set,Beauty,1,1286,1286,CUST-19208,App
UK-2026-103980,2026-05-05,North,Gurugram,Wireless Earbuds Pro,Electronics,1,2989,2989,CUST-81759,Website
UK-2026-103773,2026-05-14,West,Ahmedabad,Ethnic Dupatta,Fashion,1,522,522,CUST-85700,Website
UK-2026-103685,2026-05-12,North,Noida,Denim Jacket,Fashion,3,2182,6546,CUST-76450,Website
UK-2026-101977,2026-03-10,South,Chennai,Wireless Earbuds Pro,Electronics,1,3020,3020,CUST-15127,App
UK-2026-102012,2026-03-19,West,Mumbai,Noise-Cancelling Headphones,Electronics,1,9176,9176,CUST-52875,Marketplace
UK-2026-101532,2026-03-29,Central,Bhopal,Ethnic Dupatta,Fashion,1,506,506,CUST-43196,Website
UK-2026-102566,2026-04-10,North,Delhi,Bluetooth Speaker Mini,Electronics,1,1469,1469,CUST-47942,Marketplace
UK-2026-102150,2026-03-16,East,Kolkata,Power Bank 20000mAh,Electronics,1,1833,1833,CUST-81685,Website
UK-2026-102247,2026-04-30,North,Gurugram,Foldable Treadmill T2,Sports,1,25168,25168,CUST-39918,Website
UK-2026-100336,2026-01-26,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,3,1095,3285,CUST-70115,Marketplace
UK-2026-102097,2026-03-01,South,Chennai,Mirrorless Camera Lite,Electronics,1,29768,29768,CUST-83450,App
UK-2026-101045,2026-02-18,North,Gurugram,Ultrabook Air 14,Electronics,3,29292,87876,CUST-92447,App
UK-2026-104706,2026-06-03,South,Bengaluru,Robot Vacuum R7,Home & Kitchen,1,19299,19299,CUST-85083,App
UK-2026-103158,2026-05-18,Central,Bhopal,Foldable Treadmill T2,Sports,1,24708,24708,CUST-36372,Marketplace
UK-2026-102374,2026-04-02,South,Kochi,Dinner Set 24pc,Home & Kitchen,1,2460,2460,CUST-12050,App
UK-2026-102797,2026-04-17,South,Hyderabad,Slim Fit Jeans,Fashion,1,1563,1563,CUST-81557,Website
UK-2026-101036,2026-02-19,East,Patna,Mirrorless Camera Lite,Electronics,1,27713,27713,CUST-58712,Marketplace
UK-2026-101002,2026-02-11,Central,Nagpur,Bluetooth Speaker Mini,Electronics,1,1531,1531,CUST-23322,App
UK-2026-103569,2026-05-11,North,Noida,Ultrabook Air 14,Electronics,1,30563,30563,CUST-73238,App
UK-2026-100350,2026-01-17,South,Kochi,43-inch Smart TV,Electronics,1,26114,26114,CUST-16189,Website
UK-2026-104108,2026-06-20,South,Kochi,Modern Wall Clock,Home & Kitchen,1,795,795,CUST-16905,App
UK-2026-103864,2026-05-26,North,Gurugram,Air Fryer 5L,Home & Kitchen,2,5698,11396,CUST-84176,Website
UK-2026-102923,2026-04-14,South,Kochi,Mirrorless Camera Lite,Electronics,1,27829,27829,CUST-78484,App
UK-2026-101388,2026-02-02,South,Hyderabad,Silk Saree,Fashion,1,3540,3540,CUST-39909,App
UK-2026-103907,2026-05-29,West,Mumbai,Cotton Kurta Set,Fashion,1,1268,1268,CUST-29838,Website
UK-2026-101189,2026-02-15,North,Chandigarh,Badminton Racket Set,Sports,1,2543,2543,CUST-10849,App
UK-2026-100597,2026-01-21,South,Bengaluru,Air Fryer 5L,Home & Kitchen,1,5378,5378,CUST-77117,App
UK-2026-103715,2026-05-29,South,Hyderabad,Running Sneakers,Fashion,1,2928,2928,CUST-98051,App
UK-2026-100650,2026-01-07,West,Surat,Running Sneakers,Fashion,2,2829,5658,CUST-97436,Website
UK-2026-100879,2026-02-14,West,Surat,43-inch Smart TV,Electronics,1,25062,25062,CUST-54536,Marketplace
UK-2026-100667,2026-01-07,Central,Nagpur,Adjustable Dumbbells 15kg,Sports,1,5054,5054,CUST-30872,Website
UK-2026-104488,2026-06-28,South,Bengaluru,Makeup Brush Set,Beauty,1,1238,1238,CUST-64895,App
UK-2026-102822,2026-04-19,North,Noida,Mixer Grinder 750W,Home & Kitchen,1,3267,3267,CUST-24891,App
UK-2026-100415,2026-01-11,South,Bengaluru,Power Bank 20000mAh,Electronics,2,1758,3516,CUST-77804,Website
UK-2026-101465,2026-03-02,East,Guwahati,Running Sneakers,Fashion,2,2809,5618,CUST-48689,App
UK-2026-104125,2026-06-11,South,Chennai,Ionic Hair Dryer,Beauty,2,1856,3712,CUST-86806,App
UK-2026-103387,2026-05-17,West,Mumbai,Mirrorless Camera Lite,Electronics,1,27583,27583,CUST-17136,Website
UK-2026-100271,2026-01-14,North,Noida,43-inch Smart TV,Electronics,1,26289,26289,CUST-27386,Website
UK-2026-104290,2026-06-11,South,Bengaluru,Yoga Mat Pro,Sports,1,1178,1178,CUST-85559,App
UK-2026-101978,2026-03-05,South,Chennai,Gym Gloves,Sports,1,511,511,CUST-69460,Marketplace
UK-2026-100801,2026-02-18,Central,Indore,Slim Fit Jeans,Fashion,2,1635,3270,CUST-43252,App
UK-2026-101898,2026-03-29,Central,Bhopal,Running Sneakers,Fashion,2,2831,5662,CUST-34012,App
UK-2026-104549,2026-06-04,North,Delhi,Modern Wall Clock,Home & Kitchen,1,780,780,CUST-93193,Marketplace
UK-2026-103256,2026-05-26,Central,Nagpur,Wireless Earbuds Pro,Electronics,1,3079,3079,CUST-10150,Website
UK-2026-102206,2026-03-27,West,Surat,Silk Saree,Fashion,1,3605,3605,CUST-67168,App
UK-2026-102712,2026-04-19,North,Gurugram,Matte Lipstick Set,Beauty,2,869,1738,CUST-56908,Marketplace
UK-2026-103895,2026-05-30,Central,Bhopal,Matte Lipstick Set,Beauty,2,861,1722,CUST-12195,Website
UK-2026-103162,2026-05-28,West,Ahmedabad,43-inch Smart TV,Electronics,1,25940,25940,CUST-19998,Marketplace
UK-2026-101079,2026-02-02,East,Kolkata,Electric Kettle 1.5L,Home & Kitchen,2,1101,2202,CUST-55698,App
UK-2026-103562,2026-05-18,West,Ahmedabad,Leather Wallet,Fashion,1,879,879,CUST-17299,App
UK-2026-100747,2026-02-21,East,Patna,Modern Wall Clock,Home & Kitchen,3,780,2340,CUST-51595,Website
UK-2026-102507,2026-04-14,East,Guwahati,Non-Stick Cookware Set,Home & Kitchen,1,2774,2774,CUST-22029,Website
UK-2026-104779,2026-06-16,South,Chennai,Mixer Grinder 750W,Home & Kitchen,1,3381,3381,CUST-87005,Website
UK-2026-101903,2026-03-01,Central,Indore,Smart Watch X2,Electronics,1,4685,4685,CUST-27405,Marketplace
UK-2026-100471,2026-01-17,North,Gurugram,Mirrorless Camera Lite,Electronics,3,29206,87618,CUST-51965,Website
UK-2026-100695,2026-01-01,West,Pune,Cotton Kurta Set,Fashion,1,1244,1244,CUST-96140,Marketplace
UK-2026-101127,2026-02-23,West,Mumbai,Ionic Hair Dryer,Beauty,1,1885,1885,CUST-66737,App
UK-2026-104301,2026-06-09,South,Chennai,Vitamin C Serum,Beauty,3,718,2154,CUST-94452,App
UK-2026-100929,2026-02-15,West,Pune,Mixer Grinder 750W,Home & Kitchen,3,3440,10320,CUST-85060,Website
UK-2026-100395,2026-01-08,West,Mumbai,43-inch Smart TV,Electronics,1,26332,26332,CUST-11648,Website
UK-2026-101942,2026-03-30,East,Bhubaneswar,Face Wash Combo,Beauty,1,461,461,CUST-10140,Website
UK-2026-103866,2026-05-04,South,Hyderabad,Electric Kettle 1.5L,Home & Kitchen,1,1096,1096,CUST-59534,App
UK-2026-104361,2026-06-02,South,Bengaluru,Cotton Bedsheet Set,Home & Kitchen,1,1353,1353,CUST-60008,Marketplace
UK-2026-101241,2026-02-24,South,Hyderabad,Badminton Racket Set,Sports,1,2484,2484,CUST-75451,App
UK-2026-104738,2026-06-22,Central,Nagpur,Formal Shirt,Fashion,2,1115,2230,CUST-75346,Website
UK-2026-101455,2026-03-01,North,Chandigarh,Noise-Cancelling Headphones,Electronics,1,8995,8995,CUST-88901,Marketplace
UK-2026-101685,2026-03-06,South,Hyderabad,Adjustable Dumbbells 15kg,Sports,3,4977,14931,CUST-52875,Website
UK-2026-103436,2026-05-28,Central,Nagpur,Modern Wall Clock,Home & Kitchen,2,773,1546,CUST-73790,App
UK-2026-104855,2026-06-25,South,Kochi,Bluetooth Speaker Mini,Electronics,2,1435,2870,CUST-11412,Marketplace
UK-2026-102270,2026-04-26,West,Surat,43-inch Smart TV,Electronics,1,25915,25915,CUST-32697,Marketplace
UK-2026-102971,2026-04-20,West,Surat,Robot Vacuum R7,Home & Kitchen,1,18896,18896,CUST-94172,App
UK-2026-104850,2026-06-10,West,Surat,Dinner Set 24pc,Home & Kitchen,1,2574,2574,CUST-37857,Marketplace
UK-2026-101138,2026-02-07,South,Chennai,Adjustable Dumbbells 15kg,Sports,1,4938,4938,CUST-66033,Website
UK-2026-101052,2026-02-07,North,Chandigarh,Denim Jacket,Fashion,1,2204,2204,CUST-51303,Marketplace
UK-2026-101696,2026-03-16,Central,Raipur,Badminton Racket Set,Sports,1,2514,2514,CUST-40341,App
UK-2026-103643,2026-05-16,South,Kochi,Non-Stick Cookware Set,Home & Kitchen,2,2927,5854,CUST-16266,Marketplace
UK-2026-102390,2026-04-20,North,Chandigarh,Dinner Set 24pc,Home & Kitchen,2,2554,5108,CUST-26733,Website
UK-2026-101669,2026-03-01,West,Surat,Football Size 5,Sports,3,918,2754,CUST-37426,Website
UK-2026-100775,2026-02-11,South,Bengaluru,Formal Shirt,Fashion,1,1085,1085,CUST-12657,Website
UK-2026-101649,2026-03-07,East,Bhubaneswar,Vitamin C Serum,Beauty,1,708,708,CUST-69505,App
UK-2026-103063,2026-04-23,Central,Bhopal,Foldable Treadmill T2,Sports,1,25658,25658,CUST-38149,Website
UK-2026-100255,2026-01-19,North,Noida,Power Bank 20000mAh,Electronics,2,1809,3618,CUST-68721,App
UK-2026-103878,2026-05-19,North,Noida,Slim Fit Jeans,Fashion,1,1633,1633,CUST-33357,App
UK-2026-102663,2026-04-24,North,Delhi,Dinner Set 24pc,Home & Kitchen,1,2609,2609,CUST-41756,App
UK-2026-100752,2026-02-05,West,Ahmedabad,Electric Kettle 1.5L,Home & Kitchen,1,1131,1131,CUST-54930,Website
UK-2026-104667,2026-06-18,East,Guwahati,Robot Vacuum R7,Home & Kitchen,1,18152,18152,CUST-47220,Website
UK-2026-101874,2026-03-17,South,Bengaluru,Ethnic Dupatta,Fashion,1,511,511,CUST-21477,App
UK-2026-100475,2026-01-29,West,Pune,Cotton Kurta Set,Fashion,2,1287,2574,CUST-12691,App
UK-2026-104490,2026-06-16,West,Mumbai,Denim Jacket,Fashion,2,2236,4472,CUST-37340,App
UK-2026-103596,2026-05-17,North,Chandigarh,Silk Saree,Fashion,4,3433,13732,CUST-77779,App
UK-2026-101402,2026-02-23,Central,Bhopal,Ionic Hair Dryer,Beauty,1,1987,1987,CUST-43070,Website
UK-2026-100684,2026-01-07,East,Guwahati,Wireless Earbuds Pro,Electronics,2,2891,5782,CUST-13400,Website
UK-2026-100105,2026-01-27,East,Bhubaneswar,Dinner Set 24pc,Home & Kitchen,1,2456,2456,CUST-95138,Marketplace
UK-2026-101694,2026-03-24,Central,Nagpur,Denim Jacket,Fashion,1,2271,2271,CUST-86973,App
UK-2026-104572,2026-06-09,South,Hyderabad,Ionic Hair Dryer,Beauty,1,1944,1944,CUST-16125,Marketplace
UK-2026-100050,2026-01-08,South,Kochi,Cotton Kurta Set,Fashion,3,1271,3813,CUST-15619,Marketplace
UK-2026-104692,2026-06-16,East,Patna,Ultrabook Air 14,Electronics,1,29648,29648,CUST-55925,Website
UK-2026-101369,2026-02-14,South,Kochi,Bluetooth Speaker Mini,Electronics,1,1436,1436,CUST-16694,Website
UK-2026-101086,2026-02-09,West,Surat,Mixer Grinder 750W,Home & Kitchen,1,3242,3242,CUST-12424,App
UK-2026-101475,2026-03-06,East,Guwahati,Denim Jacket,Fashion,1,2267,2267,CUST-17781,App
UK-2026-100645,2026-01-24,North,Gurugram,Cricket Bat English Willow,Sports,1,8725,8725,CUST-40805,App
UK-2026-100618,2026-01-25,South,Chennai,Badminton Racket Set,Sports,1,2505,2505,CUST-80323,App
UK-2026-103035,2026-04-09,South,Hyderabad,Dinner Set 24pc,Home & Kitchen,1,2470,2470,CUST-61140,App
UK-2026-102564,2026-04-11,Central,Nagpur,Ultrabook Air 14,Electronics,1,29387,29387,CUST-85567,Website
UK-2026-104214,2026-06-03,North,Noida,Eau de Parfum 100ml,Beauty,1,1946,1946,CUST-88901,Website
UK-2026-104066,2026-06-24,West,Pune,Leather Wallet,Fashion,1,929,929,CUST-14282,Website
UK-2026-103226,2026-05-31,South,Chennai,Cricket Bat English Willow,Sports,1,9272,9272,CUST-62784,App
UK-2026-102572,2026-04-16,North,Chandigarh,Noise-Cancelling Headphones,Electronics,2,9175,18350,CUST-38149,Website
UK-2026-102380,2026-04-12,South,Chennai,Cycling Helmet,Sports,1,1577,1577,CUST-19335,App
UK-2026-103141,2026-05-07,North,Delhi,Denim Jacket,Fashion,2,2218,4436,CUST-12158,Marketplace
UK-2026-101557,2026-03-03,East,Bhubaneswar,Ultrabook Air 14,Electronics,1,29059,29059,CUST-93936,Website
UK-2026-100840,2026-02-08,West,Ahmedabad,Running Sneakers,Fashion,2,2763,5526,CUST-21953,Website
UK-2026-100100,2026-01-10,South,Bengaluru,Modern Wall Clock,Home & Kitchen,2,807,1614,CUST-27257,App
UK-2026-103578,2026-05-02,South,Chennai,Noise-Cancelling Headphones,Electronics,1,9092,9092,CUST-43611,Marketplace
